Timestamp | Device_ID | Heart_Rate (BPM) | Status
2026-06-04 15:43:14 | WARD_A_HR_03 | 73 | NORMAL
2026-06-04 15:43:14 | WARD_A_HR_04 | 132 | CRITICAL
2026-06-04 15:43:14 | WARD_A_HR_05 | 105 | CRITICAL
2026-06-04 15:43:15 | WARD_A_HR_01 | 88 | NORMAL
2026-06-04 15:43:15 | WARD_A_HR_02 | 84 | NORMAL
2026-06-04 15:43:15 | WARD_A_HR_03 | 71 | NORMAL
2026-06-04 15:43:15 | WARD_A_HR_04 | 59 | CRITICAL
2026-06-04 15:43:15 | WARD_A_HR_05 | 61 | NORMAL
2026-06-04 15:43:16 | WARD_A_HR_01 | 97 | WARNING
2026-06-04 15:43:16 | WARD_A_HR_02 | 65 | NORMAL
2026-06-04 15:43:16 | WARD_A_HR_03 | 77 | NORMAL
2026-06-04 15:43:16 | WARD_A_HR_04 | 47 | CRITICAL
2026-06-04 15:43:16 | WARD_A_HR_05 | 66 | NORMAL
2026-06-04 15:43:17 | WARD_A_HR_01 | 131 | CRITICAL
2026-06-04 15:43:17 | WARD_A_HR_02 | 131 | CRITICAL
2026-06-04 15:43:17 | WARD_A_HR_03 | 113 | CRITICAL
2026-06-04 15:43:17 | WARD_A_HR_04 | 69 | NORMAL
2026-06-04 15:43:17 | WARD_A_HR_05 | 110 | CRITICAL
2026-06-04 15:43:18 | WARD_A_HR_01 | 140 | CRITICAL
2026-06-04 15:43:18 | WARD_A_HR_02 | 95 | WARNING
2026-06-04 15:43:18 | WARD_A_HR_03 | 100 | WARNING
2026-06-04 15:43:18 | WARD_A_HR_04 | 93 | WARNING
2026-06-04 15:43:18 | WARD_A_HR_05 | 74 | NORMAL
2026-06-04 15:43:19 | WARD_A_HR_01 | 72 | NORMAL
2026-06-04 15:43:19 | WARD_A_HR_02 | 86 | NORMAL
2026-06-04 15:43:19 | WARD_A_HR_03 | 77 | NORMAL
2026-06-04 15:43:19 | WARD_A_HR_04 | 94 | WARNING
2026-06-04 15:43:19 | WARD_A_HR_05 | 136 | CRITICAL
2026-06-04 15:43:20 | WARD_A_HR_01 | 130 | CRITICAL
2026-06-04 15:43:20 | WARD_A_HR_02 | 74 | NORMAL
2026-06-04 15:43:20 | WARD_A_HR_03 | 90 | WARNING
2026-06-04 15:43:20 | WARD_A_HR_04 | 101 | CRITICAL
2026-06-04 15:43:20 | WARD_A_HR_05 | 142 | CRITICAL
2026-06-04 15:43:21 | WARD_A_HR_01 | 141 | CRITICAL
2026-06-04 15:43:21 | WARD_A_HR_02 | 77 | NORMAL
2026-06-04 15:43:21 | WARD_A_HR_03 | 134 | CRITICAL
2026-06-04 15:43:21 | WARD_A_HR_04 | 107 | CRITICAL
2026-06-04 15:43:21 | WARD_A_HR_05 | 144 | CRITICAL
2026-06-04 15:43:22 | WARD_A_HR_01 | 107 | CRITICAL
2026-06-04 15:43:22 | WARD_A_HR_02 | 98 | WARNING
2026-06-04 15:43:22 | WARD_A_HR_03 | 82 | NORMAL
2026-06-04 15:43:22 | WARD_A_HR_04 | 90 | WARNING
2026-06-04 15:43:22 | WARD_A_HR_05 | 122 | CRITICAL
2026-06-04 15:43:23 | WARD_A_HR_01 | 79 | NORMAL
2026-06-04 15:43:23 | WARD_A_HR_02 | 105 | CRITICAL
2026-06-04 15:43:23 | WARD_A_HR_03 | 75 | NORMAL
2026-06-04 15:43:23 | WARD_A_HR_04 | 147 | CRITICAL
2026-06-04 15:43:23 | WARD_A_HR_05 | 57 | CRITICAL
2026-06-04 15:43:24 | WARD_A_HR_01 | 84 | NORMAL
2026-06-04 15:43:24 | WARD_A_HR_02 | 77 | NORMAL
2026-06-04 15:43:24 | WARD_A_HR_03 | 102 | CRITICAL
2026-06-04 15:43:24 | WARD_A_HR_04 | 84 | NORMAL
2026-06-04 15:43:24 | WARD_A_HR_05 | 65 | NORMAL
2026-06-04 15:43:25 | WARD_A_HR_01 | 88 | NORMAL
2026-06-04 15:43:25 | WARD_A_HR_02 | 109 | CRITICAL
2026-06-04 15:43:25 | WARD_A_HR_03 | 116 | CRITICAL
2026-06-04 15:43:25 | WARD_A_HR_04 | 75 | NORMAL
2026-06-04 15:43:25 | WARD_A_HR_05 | 83 | NORMAL
2026-06-04 15:43:26 | WARD_A_HR_01 | 136 | CRITICAL
2026-06-04 15:43:26 | WARD_A_HR_02 | 128 | CRITICAL
2026-06-04 15:43:26 | WARD_A_HR_03 | 75 | NORMAL
2026-06-04 15:43:26 | WARD_A_HR_04 | 104 | CRITICAL
2026-06-04 15:43:26 | WARD_A_HR_05 | 93 | WARNING
2026-06-04 15:43:27 | WARD_A_HR_01 | 87 | NORMAL
2026-06-04 15:43:27 | WARD_A_HR_02 | 49 | CRITICAL
2026-06-04 15:43:27 | WARD_A_HR_03 | 85 | NORMAL
2026-06-04 15:43:27 | WARD_A_HR_04 | 91 | WARNING
2026-06-04 15:43:27 | WARD_A_HR_05 | 73 | NORMAL
2026-06-04 15:43:28 | WARD_A_HR_01 | 61 | NORMAL
2026-06-04 15:43:28 | WARD_A_HR_02 | 108 | CRITICAL
2026-06-04 15:43:28 | WARD_A_HR_03 | 69 | NORMAL
2026-06-04 15:43:28 | WARD_A_HR_04 | 50 | CRITICAL
2026-06-04 15:43:28 | WARD_A_HR_05 | 147 | CRITICAL
2026-06-04 15:43:29 | WARD_A_HR_01 | 134 | CRITICAL
2026-06-04 15:43:29 | WARD_A_HR_02 | 46 | CRITICAL
2026-06-04 15:43:29 | WARD_A_HR_03 | 104 | CRITICAL
2026-06-04 15:43:29 | WARD_A_HR_04 | 132 | CRITICAL
2026-06-04 15:43:29 | WARD_A_HR_05 | 114 | CRITICAL
2026-06-04 15:43:30 | WARD_A_HR_01 | 114 | CRITICAL
2026-06-04 15:43:30 | WARD_A_HR_02 | 81 | NORMAL
2026-06-04 15:43:30 | WARD_A_HR_03 | 106 | CRITICAL
2026-06-04 15:43:30 | WARD_A_HR_04 | 93 | WARNING
2026-06-04 15:43:30 | WARD_A_HR_05 | 53 | CRITICAL
2026-06-04 15:43:31 | WARD_A_HR_01 | 71 | NORMAL
2026-06-04 15:43:31 | WARD_A_HR_02 | 64 | NORMAL
2026-06-04 15:43:31 | WARD_A_HR_03 | 68 | NORMAL
2026-06-04 15:43:31 | WARD_A_HR_04 | 150 | CRITICAL
2026-06-04 15:43:31 | WARD_A_HR_05 | 135 | CRITICAL
2026-06-04 15:43:32 | WARD_A_HR_01 | 97 | WARNING
2026-06-04 15:43:32 | WARD_A_HR_02 | 91 | WARNING
2026-06-04 15:43:32 | WARD_A_HR_03 | 121 | CRITICAL
2026-06-04 15:43:32 | WARD_A_HR_04 | 90 | WARNING
2026-06-04 15:43:32 | WARD_A_HR_05 | 73 | NORMAL
2026-06-04 15:43:33 | WARD_A_HR_01 | 86 | NORMAL
2026-06-04 15:43:33 | WARD_A_HR_02 | 53 | CRITICAL
2026-06-04 15:43:33 | WARD_A_HR_03 | 135 | CRITICAL
2026-06-04 15:43:33 | WARD_A_HR_04 | 81 | NORMAL
2026-06-04 15:43:33 | WARD_A_HR_05 | 111 | CRITICAL
2026-06-04 15:43:34 | WARD_A_HR_01 | 133 | CRITICAL
2026-06-04 15:43:34 | WARD_A_HR_02 | 132 | CRITICAL
2026-06-04 15:43:34 | WARD_A_HR_03 | 46 | CRITICAL
2026-06-04 15:43:34 | WARD_A_HR_04 | 121 | CRITICAL
2026-06-04 15:43:34 | WARD_A_HR_05 | 99 | WARNING
2026-06-04 15:43:35 | WARD_A_HR_01 | 120 | CRITICAL
2026-06-04 15:43:35 | WARD_A_HR_02 | 80 | NORMAL
2026-06-04 15:43:35 | WARD_A_HR_03 | 120 | CRITICAL
2026-06-04 15:43:35 | WARD_A_HR_04 | 50 | CRITICAL
2026-06-04 15:43:35 | WARD_A_HR_05 | 81 | NORMAL
2026-06-04 15:43:36 | WARD_A_HR_01 | 68 | NORMAL
2026-06-04 15:43:36 | WARD_A_HR_02 | 119 | CRITICAL
2026-06-04 15:43:36 | WARD_A_HR_03 | 110 | CRITICAL
2026-06-04 15:43:36 | WARD_A_HR_04 | 125 | CRITICAL
2026-06-04 15:43:36 | WARD_A_HR_05 | 48 | CRITICAL
2026-06-04 15:43:37 | WARD_A_HR_01 | 50 | CRITICAL
2026-06-04 15:43:37 | WARD_A_HR_02 | 82 | NORMAL
2026-06-04 15:43:37 | WARD_A_HR_03 | 118 | CRITICAL
2026-06-04 15:43:37 | WARD_A_HR_04 | 97 | WARNING
2026-06-04 15:43:37 | WARD_A_HR_05 | 51 | CRITICAL
2026-06-04 15:43:38 | WARD_A_HR_01 | 111 | CRITICAL
2026-06-04 15:43:38 | WARD_A_HR_02 | 45 | CRITICAL
2026-06-04 15:43:38 | WARD_A_HR_03 | 106 | CRITICAL
2026-06-04 15:43:38 | WARD_A_HR_04 | 88 | NORMAL
2026-06-04 15:43:38 | WARD_A_HR_05 | 149 | CRITICAL
2026-06-04 15:43:39 | WARD_A_HR_01 | 84 | NORMAL
2026-06-04 15:43:39 | WARD_A_HR_02 | 129 | CRITICAL
2026-06-04 15:43:39 | WARD_A_HR_03 | 124 | CRITICAL
2026-06-04 15:43:39 | WARD_A_HR_04 | 74 | NORMAL
2026-06-04 15:43:39 | WARD_A_HR_05 | 66 | NORMAL
2026-06-04 15:43:40 | WARD_A_HR_01 | 132 | CRITICAL
2026-06-04 15:43:40 | WARD_A_HR_02 | 51 | CRITICAL
2026-06-04 15:43:40 | WARD_A_HR_03 | 91 | WARNING
2026-06-04 15:43:40 | WARD_A_HR_04 | 115 | CRITICAL
2026-06-04 15:43:40 | WARD_A_HR_05 | 70 | NORMAL
2026-06-04 15:43:41 | WARD_A_HR_01 | 117 | CRITICAL
2026-06-04 15:43:41 | WARD_A_HR_02 | 71 | NORMAL
2026-06-04 15:43:41 | WARD_A_HR_03 | 46 | CRITICAL
2026-06-04 15:43:41 | WARD_A_HR_04 | 118 | CRITICAL
2026-06-04 15:43:41 | WARD_A_HR_05 | 55 | CRITICAL
2026-06-04 15:43:42 | WARD_A_HR_01 | 89 | NORMAL
2026-06-04 15:43:42 | WARD_A_HR_02 | 149 | CRITICAL
2026-06-04 15:43:42 | WARD_A_HR_03 | 55 | CRITICAL
2026-06-04 15:43:42 | WARD_A_HR_04 | 138 | CRITICAL
2026-06-04 15:43:42 | WARD_A_HR_05 | 125 | CRITICAL
2026-06-04 15:43:43 | WARD_A_HR_01 | 82 | NORMAL
2026-06-04 15:43:43 | WARD_A_HR_02 | 80 | NORMAL
2026-06-04 15:43:43 | WARD_A_HR_03 | 146 | CRITICAL
2026-06-04 15:43:43 | WARD_A_HR_04 | 125 | CRITICAL
2026-06-04 15:43:43 | WARD_A_HR_05 | 61 | NORMAL
2026-06-04 15:43:44 | WARD_A_HR_01 | 109 | CRITICAL
2026-06-04 15:43:44 | WARD_A_HR_02 | 143 | CRITICAL
2026-06-04 15:43:44 | WARD_A_HR_03 | 124 | CRITICAL
2026-06-04 15:43:44 | WARD_A_HR_04 | 87 | NORMAL
2026-06-04 15:43:44 | WARD_A_HR_05 | 90 | WARNING
2026-06-04 15:43:45 | WARD_A_HR_01 | 97 | WARNING
2026-06-04 15:43:45 | WARD_A_HR_02 | 72 | NORMAL
2026-06-04 15:43:45 | WARD_A_HR_03 | 129 | CRITICAL
2026-06-04 15:43:45 | WARD_A_HR_04 | 59 | CRITICAL
2026-06-04 15:43:45 | WARD_A_HR_05 | 102 | CRITICAL
2026-06-04 15:43:46 | WARD_A_HR_01 | 146 | CRITICAL
2026-06-04 15:43:46 | WARD_A_HR_02 | 69 | NORMAL
2026-06-04 15:43:46 | WARD_A_HR_03 | 144 | CRITICAL
2026-06-04 15:43:46 | WARD_A_HR_04 | 101 | CRITICAL
2026-06-04 15:43:46 | WARD_A_HR_05 | 102 | CRITICAL
2026-06-04 15:43:47 | WARD_A_HR_01 | 48 | CRITICAL
2026-06-04 15:43:47 | WARD_A_HR_02 | 108 | CRITICAL
2026-06-04 15:43:47 | WARD_A_HR_03 | 136 | CRITICAL
2026-06-04 15:43:47 | WARD_A_HR_04 | 149 | CRITICAL
2026-06-04 15:43:47 | WARD_A_HR_05 | 123 | CRITICAL
2026-06-04 15:43:48 | WARD_A_HR_01 | 58 | CRITICAL
2026-06-04 15:43:48 | WARD_A_HR_02 | 124 | CRITICAL
2026-06-04 15:43:48 | WARD_A_HR_03 | 80 | NORMAL
2026-06-04 15:43:48 | WARD_A_HR_04 | 57 | CRITICAL
2026-06-04 15:43:48 | WARD_A_HR_05 | 109 | CRITICAL
2026-06-04 15:43:49 | WARD_A_HR_01 | 79 | NORMAL
2026-06-04 15:43:49 | WARD_A_HR_02 | 60 | NORMAL
2026-06-04 15:43:49 | WARD_A_HR_03 | 106 | CRITICAL
2026-06-04 15:43:49 | WARD_A_HR_04 | 97 | WARNING
2026-06-04 15:43:49 | WARD_A_HR_05 | 46 | CRITICAL
2026-06-04 15:43:50 | WARD_A_HR_01 | 62 | NORMAL
2026-06-04 15:43:50 | WARD_A_HR_02 | 90 | WARNING
2026-06-04 15:43:50 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-04 15:43:50 | WARD_A_HR_04 | 146 | CRITICAL
2026-06-04 15:43:50 | WARD_A_HR_05 | 57 | CRITICAL
2026-06-04 15:43:51 | WARD_A_HR_01 | 115 | CRITICAL
2026-06-04 15:43:51 | WARD_A_HR_02 | 61 | NORMAL
2026-06-04 15:43:51 | WARD_A_HR_03 | 78 | NORMAL
2026-06-04 15:43:51 | WARD_A_HR_04 | 93 | WARNING
2026-06-04 15:43:51 | WARD_A_HR_05 | 140 | CRITICAL
2026-06-04 15:43:52 | WARD_A_HR_01 | 113 | CRITICAL
2026-06-04 15:43:52 | WARD_A_HR_02 | 75 | NORMAL
2026-06-04 15:43:52 | WARD_A_HR_03 | 121 | CRITICAL
2026-06-04 15:43:52 | WARD_A_HR_04 | 117 | CRITICAL
2026-06-04 15:43:52 | WARD_A_HR_05 | 77 | NORMAL
2026-06-04 15:43:53 | WARD_A_HR_01 | 78 | NORMAL
2026-06-04 15:43:53 | WARD_A_HR_02 | 129 | CRITICAL
2026-06-04 15:43:53 | WARD_A_HR_03 | 70 | NORMAL
2026-06-04 15:43:53 | WARD_A_HR_04 | 111 | CRITICAL
2026-06-04 15:43:53 | WARD_A_HR_05 | 137 | CRITICAL
2026-06-04 15:43:54 | WARD_A_HR_01 | 136 | CRITICAL
2026-06-04 15:43:54 | WARD_A_HR_02 | 66 | NORMAL
2026-06-04 15:43:54 | WARD_A_HR_03 | 91 | WARNING
2026-06-04 15:43:54 | WARD_A_HR_04 | 73 | NORMAL
2026-06-04 15:43:54 | WARD_A_HR_05 | 123 | CRITICAL
2026-06-04 15:43:55 | WARD_A_HR_01 | 52 | CRITICAL
2026-06-04 15:43:55 | WARD_A_HR_02 | 85 | NORMAL
2026-06-04 15:43:55 | WARD_A_HR_03 | 108 | CRITICAL
2026-06-04 15:43:55 | WARD_A_HR_04 | 143 | CRITICAL
2026-06-04 15:43:55 | WARD_A_HR_05 | 92 | WARNING
2026-06-04 15:43:56 | WARD_A_HR_01 | 82 | NORMAL
2026-06-04 15:43:56 | WARD_A_HR_02 | 50 | CRITICAL
2026-06-04 15:43:56 | WARD_A_HR_03 | 78 | NORMAL
2026-06-04 15:43:56 | WARD_A_HR_04 | 105 | CRITICAL
2026-06-04 15:43:56 | WARD_A_HR_05 | 144 | CRITICAL
2026-06-04 15:43:57 | WARD_A_HR_01 | 121 | CRITICAL
2026-06-04 15:43:57 | WARD_A_HR_02 | 82 | NORMAL
2026-06-04 15:43:57 | WARD_A_HR_03 | 109 | CRITICAL
2026-06-04 15:43:57 | WARD_A_HR_04 | 48 | CRITICAL
2026-06-04 15:43:57 | WARD_A_HR_05 | 59 | CRITICAL
2026-06-04 15:43:58 | WARD_A_HR_01 | 100 | WARNING
2026-06-04 15:43:58 | WARD_A_HR_02 | 120 | CRITICAL
2026-06-04 15:43:58 | WARD_A_HR_03 | 52 | CRITICAL
2026-06-04 15:43:58 | WARD_A_HR_04 | 61 | NORMAL
2026-06-04 15:43:58 | WARD_A_HR_05 | 129 | CRITICAL
2026-06-04 15:43:59 | WARD_A_HR_01 | 48 | CRITICAL
2026-06-04 15:43:59 | WARD_A_HR_02 | 47 | CRITICAL
2026-06-04 15:43:59 | WARD_A_HR_03 | 75 | NORMAL
2026-06-04 15:43:59 | WARD_A_HR_04 | 103 | CRITICAL
2026-06-04 15:43:59 | WARD_A_HR_05 | 124 | CRITICAL
2026-06-04 15:44:00 | WARD_A_HR_01 | 81 | NORMAL
2026-06-04 15:44:00 | WARD_A_HR_02 | 104 | CRITICAL
2026-06-04 15:44:00 | WARD_A_HR_03 | 85 | NORMAL
2026-06-04 15:44:00 | WARD_A_HR_04 | 99 | WARNING
2026-06-04 15:44:00 | WARD_A_HR_05 | 57 | CRITICAL
2026-06-04 15:44:01 | WARD_A_HR_01 | 134 | CRITICAL
2026-06-04 15:44:01 | WARD_A_HR_02 | 138 | CRITICAL
2026-06-04 15:44:01 | WARD_A_HR_03 | 63 | NORMAL
2026-06-04 15:44:01 | WARD_A_HR_04 | 64 | NORMAL
2026-06-04 15:44:01 | WARD_A_HR_05 | 98 | WARNING
2026-06-04 15:44:02 | WARD_A_HR_01 | 133 | CRITICAL
2026-06-04 15:44:02 | WARD_A_HR_02 | 106 | CRITICAL
2026-06-04 15:44:02 | WARD_A_HR_03 | 61 | NORMAL
2026-06-04 15:44:02 | WARD_A_HR_04 | 112 | CRITICAL
2026-06-04 15:44:02 | WARD_A_HR_05 | 57 | CRITICAL
2026-06-04 15:44:03 | WARD_A_HR_01 | 108 | CRITICAL
2026-06-04 15:44:03 | WARD_A_HR_02 | 71 | NORMAL
2026-06-04 15:44:03 | WARD_A_HR_03 | 125 | CRITICAL
2026-06-04 15:44:03 | WARD_A_HR_04 | 128 | CRITICAL
2026-06-04 15:44:03 | WARD_A_HR_05 | 92 | WARNING
2026-06-04 15:44:04 | WARD_A_HR_01 | 67 | NORMAL
2026-06-04 15:44:04 | WARD_A_HR_02 | 119 | CRITICAL
2026-06-04 15:44:04 | WARD_A_HR_03 | 133 | CRITICAL
2026-06-04 15:44:04 | WARD_A_HR_04 | 68 | NORMAL
2026-06-04 15:44:04 | WARD_A_HR_05 | 73 | NORMAL
2026-06-04 15:44:05 | WARD_A_HR_01 | 93 | WARNING
2026-06-04 15:44:05 | WARD_A_HR_02 | 100 | WARNING
2026-06-04 15:44:05 | WARD_A_HR_03 | 129 | CRITICAL
2026-06-04 15:44:05 | WARD_A_HR_04 | 56 | CRITICAL
2026-06-04 15:44:05 | WARD_A_HR_05 | 58 | CRITICAL
2026-06-04 15:44:06 | WARD_A_HR_01 | 62 | NORMAL
2026-06-04 15:44:06 | WARD_A_HR_02 | 51 | CRITICAL
2026-06-04 15:44:06 | WARD_A_HR_03 | 131 | CRITICAL
2026-06-04 15:44:06 | WARD_A_HR_04 | 85 | NORMAL
2026-06-04 15:44:06 | WARD_A_HR_05 | 150 | CRITICAL
2026-06-04 15:44:07 | WARD_A_HR_01 | 112 | CRITICAL
2026-06-04 15:44:07 | WARD_A_HR_02 | 77 | NORMAL
2026-06-04 15:44:07 | WARD_A_HR_03 | 49 | CRITICAL
2026-06-04 15:44:07 | WARD_A_HR_04 | 56 | CRITICAL
2026-06-04 15:44:07 | WARD_A_HR_05 | 103 | CRITICAL
2026-06-04 15:44:08 | WARD_A_HR_01 | 109 | CRITICAL
2026-06-04 15:44:08 | WARD_A_HR_02 | 72 | NORMAL
2026-06-04 15:44:08 | WARD_A_HR_03 | 120 | CRITICAL
2026-06-04 15:44:08 | WARD_A_HR_04 | 120 | CRITICAL
2026-06-04 15:44:08 | WARD_A_HR_05 | 79 | NORMAL
2026-06-04 15:44:09 | WARD_A_HR_01 | 143 | CRITICAL
2026-06-04 15:44:09 | WARD_A_HR_02 | 70 | NORMAL
2026-06-04 15:44:09 | WARD_A_HR_03 | 91 | WARNING
2026-06-04 15:44:09 | WARD_A_HR_04 | 104 | CRITICAL
2026-06-04 15:44:09 | WARD_A_HR_05 | 58 | CRITICAL
2026-06-04 15:44:10 | WARD_A_HR_01 | 141 | CRITICAL
2026-06-04 15:44:10 | WARD_A_HR_02 | 126 | CRITICAL
2026-06-04 15:44:10 | WARD_A_HR_03 | 143 | CRITICAL
2026-06-04 15:44:10 | WARD_A_HR_04 | 86 | NORMAL
2026-06-04 15:44:10 | WARD_A_HR_05 | 100 | WARNING
2026-06-04 15:44:11 | WARD_A_HR_01 | 91 | WARNING
2026-06-04 15:44:11 | WARD_A_HR_02 | 141 | CRITICAL
2026-06-04 15:44:11 | WARD_A_HR_03 | 77 | NORMAL
2026-06-04 15:44:11 | WARD_A_HR_04 | 66 | NORMAL
2026-06-04 15:44:11 | WARD_A_HR_05 | 74 | NORMAL
2026-06-04 15:44:12 | WARD_A_HR_01 | 60 | NORMAL
2026-06-04 15:44:12 | WARD_A_HR_02 | 84 | NORMAL
2026-06-04 15:44:12 | WARD_A_HR_03 | 147 | CRITICAL
2026-06-04 15:44:12 | WARD_A_HR_04 | 145 | CRITICAL
2026-06-04 15:44:12 | WARD_A_HR_05 | 79 | NORMAL
2026-06-04 15:44:13 | WARD_A_HR_01 | 104 | CRITICAL
2026-06-04 15:44:13 | WARD_A_HR_02 | 100 | WARNING
2026-06-04 15:44:13 | WARD_A_HR_03 | 86 | NORMAL
2026-06-04 15:44:13 | WARD_A_HR_04 | 45 | CRITICAL
2026-06-04 15:44:13 | WARD_A_HR_05 | 111 | CRITICAL
2026-06-04 15:44:14 | WARD_A_HR_01 | 50 | CRITICAL
2026-06-04 15:44:14 | WARD_A_HR_02 | 49 | CRITICAL
2026-06-04 15:44:14 | WARD_A_HR_03 | 73 | NORMAL
2026-06-04 15:44:14 | WARD_A_HR_04 | 113 | CRITICAL
2026-06-04 15:44:14 | WARD_A_HR_05 | 55 | CRITICAL
2026-06-04 15:44:15 | WARD_A_HR_01 | 120 | CRITICAL
2026-06-04 15:44:15 | WARD_A_HR_02 | 127 | CRITICAL
2026-06-04 15:44:15 | WARD_A_HR_03 | 69 | NORMAL
2026-06-04 15:44:15 | WARD_A_HR_04 | 131 | CRITICAL
2026-06-04 15:44:15 | WARD_A_HR_05 | 148 | CRITICAL
2026-06-04 15:44:16 | WARD_A_HR_01 | 108 | CRITICAL
2026-06-04 15:44:16 | WARD_A_HR_02 | 111 | CRITICAL
2026-06-04 15:44:16 | WARD_A_HR_03 | 56 | CRITICAL
2026-06-04 15:44:16 | WARD_A_HR_04 | 57 | CRITICAL
2026-06-04 15:44:16 | WARD_A_HR_05 | 88 | NORMAL
2026-06-04 15:44:17 | WARD_A_HR_01 | 126 | CRITICAL
2026-06-04 15:44:17 | WARD_A_HR_02 | 124 | CRITICAL
2026-06-04 15:44:17 | WARD_A_HR_03 | 126 | CRITICAL
2026-06-04 15:44:17 | WARD_A_HR_04 | 84 | NORMAL
2026-06-04 15:44:17 | WARD_A_HR_05 | 49 | CRITICAL
2026-06-04 15:44:18 | WARD_A_HR_01 | 126 | CRITICAL
2026-06-04 15:44:18 | WARD_A_HR_02 | 67 | NORMAL
2026-06-04 15:44:18 | WARD_A_HR_03 | 48 | CRITICAL
2026-06-04 15:44:18 | WARD_A_HR_04 | 141 | CRITICAL
2026-06-04 15:44:18 | WARD_A_HR_05 | 52 | CRITICAL
2026-06-04 15:44:19 | WARD_A_HR_01 | 138 | CRITICAL
2026-06-04 15:44:19 | WARD_A_HR_02 | 81 | NORMAL
2026-06-04 15:44:19 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-04 15:44:19 | WARD_A_HR_04 | 110 | CRITICAL
2026-06-04 15:44:19 | WARD_A_HR_05 | 45 | CRITICAL
2026-06-04 15:44:20 | WARD_A_HR_01 | 112 | CRITICAL
2026-06-04 15:44:20 | WARD_A_HR_02 | 106 | CRITICAL
2026-06-04 15:44:20 | WARD_A_HR_03 | 75 | NORMAL
2026-06-04 15:44:20 | WARD_A_HR_04 | 77 | NORMAL
2026-06-04 15:44:20 | WARD_A_HR_05 | 71 | NORMAL
2026-06-04 15:44:21 | WARD_A_HR_01 | 112 | CRITICAL
2026-06-04 15:44:21 | WARD_A_HR_02 | 62 | NORMAL
2026-06-04 15:44:21 | WARD_A_HR_03 | 71 | NORMAL
2026-06-04 15:44:21 | WARD_A_HR_04 | 57 | CRITICAL
2026-06-04 15:44:21 | WARD_A_HR_05 | 68 | NORMAL
2026-06-04 15:44:22 | WARD_A_HR_01 | 108 | CRITICAL
2026-06-04 15:44:22 | WARD_A_HR_02 | 60 | NORMAL
2026-06-04 15:44:22 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-04 15:44:22 | WARD_A_HR_04 | 92 | WARNING
2026-06-04 15:44:22 | WARD_A_HR_05 | 62 | NORMAL
2026-06-04 15:44:23 | WARD_A_HR_01 | 133 | CRITICAL
2026-06-04 15:44:23 | WARD_A_HR_02 | 72 | NORMAL
2026-06-04 15:44:23 | WARD_A_HR_03 | 119 | CRITICAL
2026-06-04 15:44:23 | WARD_A_HR_04 | 111 | CRITICAL
2026-06-04 15:44:23 | WARD_A_HR_05 | 78 | NORMAL
2026-06-04 15:44:24 | WARD_A_HR_01 | 116 | CRITICAL
2026-06-04 15:44:24 | WARD_A_HR_02 | 93 | WARNING
2026-06-04 15:44:24 | WARD_A_HR_03 | 134 | CRITICAL
2026-06-04 15:44:24 | WARD_A_HR_04 | 144 | CRITICAL
2026-06-04 15:44:24 | WARD_A_HR_05 | 131 | CRITICAL
2026-06-04 15:44:25 | WARD_A_HR_01 | 71 | NORMAL
2026-06-04 15:44:25 | WARD_A_HR_02 | 74 | NORMAL
2026-06-04 15:44:25 | WARD_A_HR_03 | 52 | CRITICAL
2026-06-04 15:44:25 | WARD_A_HR_04 | 111 | CRITICAL
2026-06-04 15:44:25 | WARD_A_HR_05 | 138 | CRITICAL
2026-06-04 15:44:26 | WARD_A_HR_01 | 122 | CRITICAL
2026-06-04 15:44:26 | WARD_A_HR_02 | 112 | CRITICAL
2026-06-04 15:44:26 | WARD_A_HR_03 | 115 | CRITICAL
2026-06-04 15:44:26 | WARD_A_HR_04 | 76 | NORMAL
2026-06-04 15:44:26 | WARD_A_HR_05 | 48 | CRITICAL
2026-06-04 15:44:27 | WARD_A_HR_01 | 148 | CRITICAL
2026-06-04 15:44:27 | WARD_A_HR_02 | 86 | NORMAL
2026-06-04 15:44:27 | WARD_A_HR_03 | 84 | NORMAL
2026-06-04 15:44:27 | WARD_A_HR_04 | 97 | WARNING
2026-06-04 15:44:27 | WARD_A_HR_05 | 72 | NORMAL
2026-06-04 15:44:28 | WARD_A_HR_01 | 115 | CRITICAL
2026-06-04 15:44:28 | WARD_A_HR_02 | 75 | NORMAL
2026-06-04 15:44:28 | WARD_A_HR_03 | 93 | WARNING
2026-06-04 15:44:28 | WARD_A_HR_04 | 58 | CRITICAL
2026-06-04 15:44:28 | WARD_A_HR_05 | 72 | NORMAL
2026-06-04 15:44:29 | WARD_A_HR_01 | 61 | NORMAL
2026-06-04 15:44:29 | WARD_A_HR_02 | 144 | CRITICAL
2026-06-04 15:44:29 | WARD_A_HR_03 | 133 | CRITICAL
2026-06-04 15:44:29 | WARD_A_HR_04 | 122 | CRITICAL
2026-06-04 15:44:29 | WARD_A_HR_05 | 147 | CRITICAL
2026-06-04 15:44:30 | WARD_A_HR_01 | 148 | CRITICAL
2026-06-04 15:44:30 | WARD_A_HR_02 | 119 | CRITICAL
2026-06-04 15:44:30 | WARD_A_HR_03 | 80 | NORMAL
2026-06-04 15:44:30 | WARD_A_HR_04 | 88 | NORMAL
2026-06-04 15:44:30 | WARD_A_HR_05 | 57 | CRITICAL
