Timestamp | Device_ID | Usage (Liters/min) | Status
2026-06-04 15:44:55 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-04 15:44:56 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-04 15:44:56 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-04 15:44:57 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-04 15:44:57 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-04 15:44:58 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:44:58 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-04 15:44:59 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-04 15:44:59 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:45:00 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:45:00 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:45:01 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:45:01 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-04 15:45:02 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-04 15:45:02 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-04 15:45:03 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-04 15:45:03 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-04 15:45:04 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-04 15:45:04 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-04 15:45:05 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 15:45:05 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-04 15:45:06 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 15:45:06 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-04 15:45:07 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:45:07 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-04 15:45:08 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-06-04 15:45:08 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 15:45:09 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-04 15:45:09 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-04 15:45:10 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-04 15:45:10 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-04 15:45:11 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-04 15:45:11 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-04 15:45:12 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-04 15:45:12 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-04 15:45:13 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:45:13 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-04 15:45:14 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:45:14 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:45:15 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-04 15:45:15 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:45:16 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-04 15:45:16 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-04 15:45:17 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-04 15:45:17 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-04 15:45:18 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-04 15:45:18 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-04 15:45:19 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-04 15:45:19 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 15:45:20 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:45:20 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-04 15:45:21 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-04 15:45:21 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-04 15:45:22 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-04 15:45:22 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-04 15:45:23 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 15:45:23 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-04 15:45:24 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-04 15:45:24 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-04 15:45:25 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 15:45:25 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 15:45:26 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:45:26 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-04 15:45:27 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 15:45:27 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-04 15:45:28 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-04 15:45:28 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-04 15:45:29 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-04 15:45:29 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-04 15:45:30 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-04 15:45:30 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-04 15:45:31 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:45:31 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-04 15:45:32 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-04 15:45:32 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-04 15:45:33 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-04 15:45:33 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-04 15:45:34 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-04 15:45:34 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-04 15:45:35 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-04 15:45:35 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-04 15:45:36 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-04 15:45:36 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-04 15:45:37 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:45:37 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:45:38 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-04 15:45:38 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-04 15:45:39 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 15:45:39 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-04 15:45:40 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-04 15:45:40 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-04 15:45:41 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:45:41 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-04 15:45:42 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-04 15:45:42 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:45:43 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 15:45:43 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:45:44 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-04 15:45:44 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-04 15:45:45 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-04 15:45:45 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 15:45:46 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 15:45:46 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:45:47 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-04 15:45:47 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:45:48 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-04 15:45:48 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-04 15:45:49 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-04 15:45:49 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:45:50 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-04 15:45:50 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-04 15:45:51 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-04 15:45:51 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-04 15:45:52 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-04 15:45:52 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-04 15:45:53 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-04 15:45:53 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-04 15:45:54 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 15:45:54 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-04 15:45:55 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-04 15:45:55 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-04 15:45:56 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-04 15:45:56 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-04 15:45:57 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:45:57 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-04 15:45:58 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:45:58 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-04 15:45:59 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-04 15:45:59 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-04 15:46:00 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-04 15:46:00 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-04 15:46:01 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-04 15:46:01 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-04 15:46:02 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-04 15:46:02 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-04 15:46:03 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-04 15:46:03 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-04 15:46:04 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:46:04 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-04 15:46:05 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-04 15:46:05 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-04 15:46:06 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-04 15:46:06 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-04 15:46:07 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-04 15:46:07 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-04 15:46:08 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:46:08 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-04 15:46:09 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-04 15:46:09 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-04 15:46:10 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-04 15:46:10 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-04 15:46:11 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:46:11 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-04 15:46:12 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-04 15:46:12 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:46:13 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-04 15:46:13 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-04 15:46:14 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-04 15:46:14 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-04 15:46:15 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-04 15:46:15 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-04 15:46:16 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-04 15:46:16 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-04 15:46:17 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-04 15:46:17 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-04 15:46:18 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-04 15:46:18 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-04 15:46:19 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-04 15:46:19 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-04 15:46:20 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-04 15:46:20 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-04 15:46:21 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-04 15:46:21 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-04 15:46:22 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-04 15:46:22 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
